q1,q14,q15,location,location_latitude,location_longitude,location_altitude,location_precision,final_age,age_category_child
1,1,1,0.34031710855605074 34.54127633514136 1299.0 35.0,0.340317109,34.54127634,1299,35,25,2
2,0,0,0.30440922854837954 34.50624727191208 1289.0 5.0,0.304409229,34.50624727,1289,5,25,2
1,0,1,0.3146296 34.5061397 0.0 3803.0,0.3146296,34.5061397,0,3803,25,2
1,0,0,0.33106799396203473 34.51793331393902 1306.0 5.0,0.331067994,34.51793331,1306,5,25,2
2,0,0,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,25,2
2,0,0,0.2123386 34.4305604 0.0 3840.0,0.2123386,34.4305604,0,3840,25,2
2,0,1,-4.148260953931254 39.460577359371804 304.0 5.0,-4.148260954,39.46057736,304,5,25,2
2,1,1, , , , , ,25,2
1,1,1,-4.179560821185668 39.5947920600706 -10.0 5.0,-4.179560821,39.59479206,-10,5,25,2
2,0,1,0.3629707506808915 34.580578634446674 1324.0 10.0,0.362970751,34.58057863,1324,10,25,2
2,0,1, , , , , ,25,2
1,1,1, , , , , ,25,2
2,1,1,-4.392913395566503 39.299281724938666 63.0 5.0,-4.392913396,39.29928172,63,5,25,2
2,0,1,-4.379699721597299 39.2917542100043 65.0 5.0,-4.379699722,39.29175421,65,5,25,2
2,1,0,-4.184881414767997 39.572390441887556 71.0 5.0,-4.184881415,39.57239044,71,5,25,2
2,0,0,-4.110156158781344 39.54705659951251 -7.0 10.0,-4.110156159,39.5470566,-7,10,25,2
2,1,1,-4.280324186339251 39.46563776176749 186.0 50.0,-4.280324186,39.46563776,186,50,25,2
1,0,0,-4.1493792704975405 39.617630049962116 7.0 10.0,-4.14937927,39.61763005,7,10,25,2
2,1,0,0.2754015757146788 34.5206263287461 1326.0 10.0,0.275401576,34.52062633,1326,10,25,2
2,0,0,0.2922830586960985 34.53179227784038 1302.0 5.0,0.292283059,34.53179228,1302,5,25,2
1,0,0, , , , , ,25,2
1,0,1, , , , , ,25,2
2,0,0, , , , , ,25,2
1,1,1, , , , , ,25,2
2,0,0,0.33271128238721437 34.490983194972785 1296.0 5.0,0.332711282,34.49098319,1296,5,26,2
1,1,1,0.28978358343390576 34.452905080052204 1293.0 10.0,0.289783583,34.45290508,1293,10,26,2
1,0,1,-4.151899099528575 39.452612657812416 382.0 5.0,-4.1518991,39.45261266,382,5,26,2
2,1,1, , , , , ,26,2
2,0,0,-4.0999196 39.5498934 0.0 2549.0,-4.0999196,39.5498934,0,2549,26,2
2,1,1,0.3562196399641063 34.598109193651645 1349.0 10.0,0.35621964,34.59810919,1349,10,26,2
1,0,0,-4.379705359433246 39.291911467062356 110.0 5.0,-4.379705359,39.29191147,110,5,26,2
1,0,0,-4.161395139544952 39.57787072591647 97.0 10.0,-4.16139514,39.57787073,97,10,26,2
1,0,0,-4.1857601247484935 39.559656667432165 105.0 5.0,-4.185760125,39.55965667,105,5,26,2
2,0,1,-4.251717704520183 39.576840105500246 -5.0 10.0,-4.251717705,39.57684011,-5,10,26,2
2,1,0,-4.237741097304537 39.578151563729385 -4.0 10.0,-4.237741097,39.57815156,-4,10,26,2
2,0,0,-4.223153084658891 39.57126100749471 33.0 5.0,-4.223153085,39.57126101,33,5,26,2
1,0,0,0.31663918089851806 34.575524013672435 1350.0 20.0,0.316639181,34.57552401,1350,20,26,2
1,1,1, , , , , ,26,2
1,0,1,0.2939982810882563 34.58476666961612 1328.0 10.0,0.293998281,34.58476667,1328,10,26,2
1,1,1,0.3406158346302439 34.47647239442176 1305.0 10.0,0.340615835,34.47647239,1305,10,27,2
2,1,1,0.33163154586634214 34.51831196230782 1355.0 15.0,0.331631546,34.51831196,1355,15,27,2
2,1,1,0.3184355 34.5553211 0.0 4591.0,0.3184355,34.5553211,0,4591,27,2
2,0,0,0.3370941107372103 34.47120259282749 1295.0 10.0,0.337094111,34.47120259,1295,10,27,2
2,1,1,0.34330895461698885 34.54093198367894 1318.0 5.0,0.343308955,34.54093198,1318,5,27,2
2,1,1, , , , , ,27,2
2,0,0,0.21310840543132392 34.44905697333651 1337.0 10.0,0.213108405,34.44905697,1337,10,27,2
1,1,0,0.2123386 34.4305604 0.0 3840.0,0.2123386,34.4305604,0,3840,27,2
2,0,0,-4.176534060669636 39.46071781614156 367.0 25.0,-4.176534061,39.46071782,367,25,27,2
1,0,0, , , , , ,27,2
2,0,1,0.3562736109720036 34.59781273260411 1334.0 10.0,0.356273611,34.59781273,1334,10,27,2
1,1,1,-4.379967560078995 39.277278254761335 53.0 100.0,-4.37996756,39.27727825,53,100,27,2
1,1,1,-4.107804192374476 39.55526266779181 56.0 35.0,-4.107804192,39.55526267,56,35,27,2
2,0,0,-4.239920451306586 39.59398152484639 -204.0 20.0,-4.239920451,39.59398152,-204,20,27,2
1,1,1,-4.249857553125267 39.57587139217175 8.0 5.0,-4.249857553,39.57587139,8,5,27,2
2,0,1,-4.273649588170337 39.45631062018506 150.0 5.0,-4.273649588,39.45631062,150,5,27,2
1,1,1,-4.145962307653202 39.61362789891317 9.0 10.0,-4.145962308,39.6136279,9,10,27,2
1,0,0,-4.316366046846842 39.24335620777236 154.0 5.0,-4.316366047,39.24335621,154,5,27,2
1,1,1,-4.340910943423696 39.25421348032661 173.0 5.0,-4.340910943,39.25421348,173,5,27,2
2,0,0, , , , , ,27,2
2,0,1,0.330513 34.5669585 0.0 4891.0,0.330513,34.5669585,0,4891,27,2
2,0,1, , , , , ,27,2
1,0,0, , , , , ,28,2
1,0,0, , , , , ,28,2
1,1,1, , , , , ,28,2
2,0,0, , , , , ,28,2
1,88,88,0.28433652372417656 34.42677368622411 1254.0 10.0,0.284336524,34.42677369,1254,10,28,2
2,0,0,-4.148675845274298 39.46093758323984 312.0 5.0,-4.148675845,39.46093758,312,5,28,2
2,1,0,-4.153814935926048 39.53459483070859 74.0 10.0,-4.153814936,39.53459483,74,10,28,2
2,1,1,-4.100289050428306 39.52769390730409 14.0 5.0,-4.10028905,39.52769391,14,5,28,2
2,1,1,-4.25101740560896 39.57546963316581 -39.0 35.0,-4.251017406,39.57546963,-39,35,28,2
1,1,1,-4.319619923380855 39.24597996629512 154.0 5.0,-4.319619923,39.24597997,154,5,28,2
2,0,1,0.3044182448747901 34.54390084178059 1395.0 5.0,0.304418245,34.54390084,1395,5,28,2
1,1,1, , , , , ,28,2
1,0,0,0.3574873882297609 34.57850595103341 1402.0 30.0,0.357487388,34.57850595,1402,30,28,2
2,0,0, , , , , ,28,2
2,0,1, , , , , ,28,2
1,1,1,0.3311051 34.4912844 0.0 2257.0,0.3311051,34.4912844,0,2257,29,2
2,0,0, , , , , ,29,2
2,1,1,0.3377419456350441 34.505070769614036 1299.0 15.0,0.337741946,34.50507077,1299,15,29,2
2,0,0, , , , , ,29,2
2,1,1,0.2164288454649512 34.447499433719315 1352.0 35.0,0.216428845,34.44749943,1352,35,29,2
2,0,0,-4.1791329 39.4551515 0.0 2750.0,-4.1791329,39.4551515,0,2750,29,2
2,0,1, , , , , ,29,2
2,0,0,-4.179073096256708 39.593552259583596 3.0 10.0,-4.179073096,39.59355226,3,10,29,2
2,1,1,-4.176322863659311 39.592842583522206 47.0 5.0,-4.176322864,39.59284258,47,5,29,2
2,1,1,-4.3829735657693325 39.2863147887456 66.0 5.0,-4.382973566,39.28631479,66,5,29,2
2,0,1,-4.305433861108723 39.45655708126972 99.0 5.0,-4.305433861,39.45655708,99,5,29,2
2,1,1,-4.129064461037885 39.61599653922782 26.0 20.0,-4.129064461,39.61599654,26,20,29,2
1,0,0,-4.342178786206853 39.25530181174466 217.0 50.0,-4.342178786,39.25530181,217,50,29,2
1,0,0,0.3347162 34.6337568 0.0 3804.0,0.3347162,34.6337568,0,3804,29,2
2,88,1,0.3224280648588864 34.48872440199856 1250.0 15.0,0.322428065,34.4887244,1250,15,30,2
1,1,1,0.3469840542744074 34.489895287541586 1267.0 10.0,0.346984054,34.48989529,1267,10,30,2
2,1,1,0.3463079087262336 34.48926797812986 1286.0 10.0,0.346307909,34.48926798,1286,10,30,2
2,1,0,0.33269233866185155 34.490425292614766 1301.0 15.0,0.332692339,34.49042529,1301,15,30,2
2,0,0,0.34215831928525264 34.476735911451684 1285.0 10.0,0.342158319,34.47673591,1285,10,30,2
1,0,1,0.32982422058345506 34.54185895263921 1350.0 15.0,0.329824221,34.54185895,1350,15,30,2
2,0,0,0.3298809286321247 34.44355391950316 1267.0 10.0,0.329880929,34.44355392,1267,10,30,2
2,0,0,0.3600687 34.4073474 0.0 3237.0,0.3600687,34.4073474,0,3237,30,2
1,0,0,0.3389719 34.5240968 0.0 4033.0,0.3389719,34.5240968,0,4033,30,2
2,1,1,0.3341019 34.5139676 0.0 5000.0,0.3341019,34.5139676,0,5000,30,2
1,0,1,0.33972534647931385 34.49492831648841 1312.0 10.0,0.339725346,34.49492832,1312,10,30,2
2,0,0, , , , , ,30,2
1,88,88, , , , , ,30,2
1,1,1, , , , , ,30,2
1,0,0,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,30,2
2,0,0, , , , , ,30,2
1,0,1, , , , , ,30,2
1,0,0,0.2152819585210591 34.44771037502955 1293.0 35.0,0.215281959,34.44771038,1293,35,30,2
1,0,1,-4.177051339553128 39.460890703941914 382.0 35.0,-4.17705134,39.4608907,382,35,30,2
1,0,1,-4.25338683573972 39.57886918337597 12.0 5.0,-4.253386836,39.57886918,12,5,30,2
1,0,1,-4.1848719 39.4725633 0.0 3152.0,-4.1848719,39.4725633,0,3152,30,2
1,1,1,-4.182024513337523 39.605244327819605 14.0 10.0,-4.182024513,39.60524433,14,10,30,2
1,1,1,-4.186141042440659 39.4931373152262 262.0 15.0,-4.186141042,39.49313732,262,15,30,2
1,1,1,-4.397646952542912 39.30184019422717 62.0 10.0,-4.397646953,39.30184019,62,10,30,2
1,0,1,-4.242270137733772 39.592994995486485 -15.0 15.0,-4.242270138,39.592995,-15,15,30,2
1,0,0,-4.250678807946999 39.57611556202167 75.0 5.0,-4.250678808,39.57611556,75,5,30,2
2,0,0,-4.277023503344703 39.46995160176137 65.0 15.0,-4.277023503,39.4699516,65,15,30,2
1,1,1,-4.276511601107224 39.45421725425567 175.0 5.0,-4.276511601,39.45421725,175,5,30,2
1,1,1,-4.1485959360494915 39.61845424573851 2.0 5.0,-4.148595936,39.61845425,2,5,30,2
2,0,0,-4.328353166329476 39.251974947648634 162.0 5.0,-4.328353166,39.25197495,162,5,30,2
2,1,1,-4.365808434914305 39.19242909726004 738.0 50.0,-4.365808435,39.1924291,738,50,30,2
2,0,1, , , , , ,30,2
2,0,0, , , , , ,30,2
2,0,1,0.3229562 34.5676962 0.0 4046.0,0.3229562,34.5676962,0,4046,30,2
1,1,0,0.29765488642782667 34.62227383643576 1418.0 15.0,0.297654886,34.62227384,1418,15,30,2
1,0,1, , , , , ,30,2
1,0,0,0.3349038505102951 34.54344089265618 1327.0 10.0,0.334903851,34.54344089,1327,10,31,2
2,1,1, , , , , ,31,2
2,0,0, , , , , ,31,2
2,0,1, , , , , ,31,2
2,1,1,-4.1792133 39.4544185 0.0 2830.0,-4.1792133,39.4544185,0,2830,31,2
1,0,1,-4.2121771658851666 39.5575164403083 108.0 20.0,-4.212177166,39.55751644,108,20,31,2
2,0,0,-4.368727373459424 39.193515435635454 94.0 5.0,-4.368727373,39.19351544,94,5,31,2
2,1,1, , , , , ,31,2
1,0,0, , , , , ,31,2
1,0,0,0.32313715841590845 34.614964127846065 1367.0 10.0,0.323137158,34.61496413,1367,10,31,2
2,0,1,0.3239675728067223 34.618131886376965 1368.0 10.0,0.323967573,34.61813189,1368,10,31,2
1,1,1, , , , , ,31,2
2,0,1, , , , , ,31,2
1,0,0,0.3370762 34.5251728 0.0 4108.0,0.3370762,34.5251728,0,4108,32,2
2,0,1,0.27755801813800945 34.434930970566974 1257.0 15.0,0.277558018,34.43493097,1257,15,32,2
1,1,1,0.2514509 34.4394287 0.0 3471.0,0.2514509,34.4394287,0,3471,32,2
2,0,1,-4.1824012256477126 39.60751464046781 -9.0 15.0,-4.182401226,39.60751464,-9,15,32,2
1,1,1,-4.185085988636588 39.48688604020165 246.0 5.0,-4.185085989,39.48688604,246,5,32,2
1,0,0,-4.187645291781503 39.57519790882587 43.0 10.0,-4.187645292,39.57519791,43,10,32,2
1,0,0,-4.1084142934038095 39.55291299930725 76.0 10.0,-4.108414293,39.552913,76,10,32,2
2,0,0,-4.139716639850183 39.55610992318332 33.0 5.0,-4.13971664,39.55610992,33,5,32,2
2,1,1,-4.253014427088112 39.57794847445542 -32.0 10.0,-4.253014427,39.57794847,-32,10,32,2
1,0,0,-4.2531837091104165 39.579267026137906 9.0 35.0,-4.253183709,39.57926703,9,35,32,2
2,1,1,-4.280712428289964 39.46567357367673 120.0 150.0,-4.280712428,39.46567357,120,150,32,2
1,1,1,-4.331734897005057 39.25207526149708 251.0 10.0,-4.331734897,39.25207526,251,10,32,2
1,1,1,0.1942053 34.4480873 0.0 4384.0,0.1942053,34.4480873,0,4384,32,2
1,0,0,0.2874402 34.5025166 0.0 3415.0,0.2874402,34.5025166,0,3415,32,2
1,1,0, , , , , ,32,2
2,1,0,0.3347162 34.6337568 0.0 3804.0,0.3347162,34.6337568,0,3804,32,2
2,1,1,0.3229562 34.5676962 0.0 4046.0,0.3229562,34.5676962,0,4046,32,2
1,1,1, , , , , ,32,2
1,0,1, , , , , ,32,2
1,0,1, , , , , ,32,2
1,0,1, , , , , ,32,2
1,0,0, , , , , ,33,2
1,1,1,0.335872986226159 34.50501908632587 1313.0 5.0,0.335872986,34.50501909,1313,5,33,2
1,0,1,0.2647622 34.4498463 0.0 3118.0,0.2647622,34.4498463,0,3118,33,2
2,0,1, , , , , ,33,2
2,1,1, , , , , ,33,2
1,0,0,-4.390076195543259 39.29493577794964 58.0 10.0,-4.390076196,39.29493578,58,10,33,2
2,88,88,-4.184713964477755 39.57255446684577 65.0 5.0,-4.184713964,39.57255447,65,5,33,2
1,0,1,0.2757815 34.5770152 0.0 2424.0,0.2757815,34.5770152,0,2424,33,2
2,1,1, , , , , ,33,2
2,1,0,0.2839054420192304 34.606432674826024 1343.0 10.0,0.283905442,34.60643267,1343,10,33,2
1,0,1,0.2514766 34.4394528 0.0 3469.0,0.2514766,34.4394528,0,3469,34,2
1,0,1,0.2220718 34.4022103 0.0 4780.0,0.2220718,34.4022103,0,4780,34,2
2,0,0,-4.1742481 39.4530059 0.0 1746.0,-4.1742481,39.4530059,0,1746,34,2
1,1,1,-4.146877814865785 39.457463869639305 292.0 5.0,-4.146877815,39.45746387,292,5,34,2
1,1,1, , , , , ,34,2
2,0,0,-4.276447199662664 39.45271905183281 133.0 10.0,-4.2764472,39.45271905,133,10,34,2
1,0,1,-4.2219168173016985 39.56531119614877 24.0 20.0,-4.221916817,39.5653112,24,20,34,2
1,0,1,0.2850746194788408 34.527617887513266 1309.0 10.0,0.285074619,34.52761789,1309,10,34,2
2,0,0,0.345961 34.64918 0.0 3843.0,0.345961,34.64918,0,3843,34,2
2,1,1,0.2905938911681578 34.60323057508918 1358.0 10.0,0.290593891,34.60323058,1358,10,34,2
1,1,1, , , , , ,34,2
1,0,0, , , , , ,34,2
1,0,1,0.3216439241048968 34.4267080228027 1253.0 35.0,0.321643924,34.42670802,1253,35,35,2
2,1,1,-4.178891154516383 39.5934825104336 -15.0 15.0,-4.178891155,39.59348251,-15,15,35,2
2,0,0,-4.180301014332001 39.5955682444857 -4.0 5.0,-4.180301014,39.59556824,-4,5,35,2
2,0,1,0.36319396435579265 34.57988818473746 1335.0 15.0,0.363193964,34.57988818,1335,15,35,2
2,0,1, , , , , ,35,2
2,0,0,-4.133142627244151 39.626918037112084 3.0 10.0,-4.133142627,39.62691804,3,10,35,2
2,1,1,-4.129486578455295 39.615840370256535 12.0 5.0,-4.129486578,39.61584037,12,5,35,2
2,0,1,-4.232524860576666 39.5875938211998 46.0 70.0,-4.232524861,39.58759382,46,70,35,2
1,0,1,-4.2215619792539165 39.56455435577578 65.0 70.0,-4.221561979,39.56455436,65,70,35,2
2,1,1, , , , , ,35,2
2,1,1,0.31966980836775394 34.48573465368605 1297.0 15.0,0.319669808,34.48573465,1297,15,36,2
2,1,0, , , , , ,36,2
1,0,0,0.2957723 34.508403 0.0 4311.0,0.2957723,34.508403,0,4311,36,2
2,0,0,0.32054626231153055 34.498845983881225 1277.0 10.0,0.320546262,34.49884598,1277,10,36,2
2,0,1,0.33013461661449206 34.44354452226508 1262.0 10.0,0.330134617,34.44354452,1262,10,36,2
1,1,1,0.3457170253048757 34.543129450453925 1295.0 10.0,0.345717025,34.54312945,1295,10,36,2
1,0,1, , , , , ,36,2
1,0,0, , , , , ,36,2
2,1,1, , , , , ,36,2
2,1,1, , , , , ,36,2
1,0,1,0.2647622 34.4498463 0.0 3118.0,0.2647622,34.4498463,0,3118,36,2
1,0,0,0.21599273300037095 34.4645188103034 1349.0 5.0,0.215992733,34.46451881,1349,5,36,2
1,1,0,0.22396529296510312 34.478439551471666 1340.0 10.0,0.223965293,34.47843955,1340,10,36,2
1,0,1, , , , , ,36,2
1,0,1, , , , , ,36,2
2,1,1,0.2123386 34.4305604 0.0 3840.0,0.2123386,34.4305604,0,3840,36,2
2,1,1,0.2123386 34.4305604 0.0 3840.0,0.2123386,34.4305604,0,3840,36,2
2,1,1,-4.148151117799903 39.45943003574516 325.0 35.0,-4.148151118,39.45943004,325,35,36,2
1,0,1, , , , , ,36,2
2,0,0, , , , , ,36,2
1,0,0,-4.385758920119075 39.27568555285414 63.0 5.0,-4.38575892,39.27568555,63,5,36,2
2,0,1,-4.3796212409622175 39.29169464829615 91.0 5.0,-4.379621241,39.29169465,91,5,36,2
2,0,1,-4.143761356764351 39.56033709501181 37.0 5.0,-4.143761357,39.5603371,37,5,36,2
1,1,1,-4.308797044537662 39.45475808035049 96.0 5.0,-4.308797045,39.45475808,96,5,36,2
2,0,0,-4.231838462796921 39.587143248728424 5.0 5.0,-4.231838463,39.58714325,5,5,36,2
1,0,0, , , , , ,36,2
1,0,1,0.2340504 34.5236104 0.0 2424.0,0.2340504,34.5236104,0,2424,36,2
2,0,0,0.2340504 34.5236104 0.0 2424.0,0.2340504,34.5236104,0,2424,36,2
2,1,1, , , , , ,36,2
2,0,1,0.3273137487212308 34.62465701969893 1385.0 30.0,0.327313749,34.62465702,1385,30,36,2
2,1,1, , , , , ,36,2
1,1,1, , , , , ,36,2
1,0,0,0.34709596891453726 34.48964913596562 1292.0 10.0,0.347095969,34.48964914,1292,10,37,2
2,0,1,0.3212680730407845 34.486973924762445 1285.0 5.0,0.321268073,34.48697392,1285,5,37,2
1,0,0,0.330693995863479 34.52163446429351 1371.0 100.0,0.330693996,34.52163446,1371,100,37,2
1,0,0, , , , , ,37,2
1,0,0,0.33848539079030593 34.456314071732336 1249.0 10.0,0.338485391,34.45631407,1249,10,37,2
2,0,1,0.3591220660516621 34.61774519724143 1370.0 15.0,0.359122066,34.6177452,1370,15,37,2
2,1,1, , , , , ,37,2
2,1,1,-4.184538938803736 39.50347700956714 186.0 10.0,-4.184538939,39.50347701,186,10,37,2
1,1,1,-4.39330363524731 39.298031665122 49.0 10.0,-4.393303635,39.29803167,49,10,37,2
2,1,1,-4.153790844925948 39.53450261672073 64.0 5.0,-4.153790845,39.53450262,64,5,37,2
1,1,1,-4.131504162676614 39.628138413394645 15.0 15.0,-4.131504163,39.62813841,15,15,37,2
2,0,0,-4.232769331446039 39.586537113668136 6.0 10.0,-4.232769331,39.58653711,6,10,37,2
2,0,0,0.2340504 34.5236104 0.0 2424.0,0.2340504,34.5236104,0,2424,37,2
1,0,1,0.2839876063190065 34.54005812161374 1333.0 5.0,0.283987606,34.54005812,1333,5,37,2
1,1,1, , , , , ,37,2
2,1,1,0.28725783883357137 34.60578346495421 1332.0 5.0,0.287257839,34.60578346,1332,5,37,2
2,0,0, , , , , ,37,2
2,0,1, , , , , ,37,2
1,0,1,0.4256711 34.5300632 0.0 4027.0,0.4256711,34.5300632,0,4027,37,2
2,0,0,0.3384571819331692 34.49674087517735 1282.0 35.0,0.338457182,34.49674088,1282,35,38,2
2,0,1, , , , , ,38,2
1,0,1,0.22189118994390236 34.47819874288206 1342.0 10.0,0.22189119,34.47819874,1342,10,38,2
2,1,1,-4.1791329 39.4551515 0.0 2750.0,-4.1791329,39.4551515,0,2750,38,2
1,0,0,-4.381458151122544 39.288076852886576 55.0 5.0,-4.381458151,39.28807685,55,5,38,2
2,0,1,-4.123829045191607 39.555869922643 15.0 5.0,-4.123829045,39.55586992,15,5,38,2
2,0,0,-4.122912118020111 39.553838392620754 28.0 5.0,-4.122912118,39.55383839,28,5,38,2
1,0,1,0.2767801 34.7016507 0.0 3991.0,0.2767801,34.7016507,0,3991,38,2
1,0,0,0.318980143187643 34.53971415044428 1362.0 15.0,0.318980143,34.53971415,1362,15,38,2
2,0,0, , , , , ,38,2
1,0,0, , , , , ,39,2
2,0,0,0.32705598706973116 34.445262448753745 1305.0 10.0,0.327055987,34.44526245,1305,10,39,2
2,1,1, , , , , ,39,2
1,0,0, , , , , ,39,2
2,1,1,0.2403466 34.4500606 0.0 3664.0,0.2403466,34.4500606,0,3664,39,2
1,0,0,-4.250680865154395 39.575798175723115 10.0 5.0,-4.250680865,39.57579818,10,5,39,2
2,1,1,-4.3408161016344815 39.25428540387303 179.0 5.0,-4.340816102,39.2542854,179,5,39,2
2,0,1,0.3128169462903207 34.56584907136243 1350.0 10.0,0.312816946,34.56584907,1350,10,39,2
2,0,0,0.33214746322546285 34.636220137133314 1438.0 15.0,0.332147463,34.63622014,1438,15,39,2
1,1,1, , , , , ,39,2
1,0,0,0.3297251 34.4971637 0.0 2253.0,0.3297251,34.4971637,0,2253,40,2
1,0,1,0.3455694065051511 34.54282609343642 1314.0 10.0,0.345569407,34.54282609,1314,10,40,2
1,0,1,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,40,2
2,1,1,-4.175333197319993 39.59315628257521 0.0 5.0,-4.175333197,39.59315628,0,5,40,2
2,1,0,-4.153036552250201 39.53967513857688 50.0 5.0,-4.153036552,39.53967514,50,5,40,2
1,0,0,-4.1861917298583355 39.55894981850909 90.0 5.0,-4.18619173,39.55894982,90,5,40,2
1,1,1,-4.099782814519279 39.52548684164286 37.0 15.0,-4.099782815,39.52548684,37,15,40,2
2,0,0,-4.141716777313597 39.55708144195435 33.0 10.0,-4.141716777,39.55708144,33,10,40,2
2,0,1,-4.1001215874732955 39.527366471895974 35.0 5.0,-4.100121587,39.52736647,35,5,40,2
2,0,0,-4.226370969421191 39.58383212113038 40.0 300.0,-4.226370969,39.58383212,40,300,40,2
2,1,1, , , , , ,40,2
1,0,1,0.28100427902317177 34.53909226696277 1308.0 5.0,0.281004279,34.53909227,1308,5,40,2
2,1,1,0.3819114 34.5888108 0.0 4517.0,0.3819114,34.5888108,0,4517,40,2
1,0,0, , , , , ,40,2
1,0,0,0.31028656565666957 34.50403212442759 1313.0 5.0,0.310286566,34.50403212,1313,5,41,2
2,0,0, , , , , ,41,2
2,1,1, , , , , ,41,2
2,0,1,0.2260612 34.4934949 0.0 4161.0,0.2260612,34.4934949,0,4161,41,2
2,1,1,0.2146598 34.4217313 0.0 3559.0,0.2146598,34.4217313,0,3559,41,2
1,0,0, , , , , ,41,2
2,0,1,-4.232390206379708 39.58674340484615 45.0 300.0,-4.232390206,39.5867434,45,300,41,2
1,0,1,0.3301307 34.6220084 0.0 3245.0,0.3301307,34.6220084,0,3245,41,2
1,0,1,0.3587296633667978 34.57714238037519 1327.0 10.0,0.358729663,34.57714238,1327,10,41,2
1,0,1, , , , , ,41,2
1,0,0,0.3203341625857148 34.485478380365315 1278.0 45.0,0.320334163,34.48547838,1278,45,42,2
1,0,0,0.32084516741041574 34.48587243386055 1292.0 5.0,0.320845167,34.48587243,1292,5,42,2
1,1,1,0.34660979878365433 34.48954748992733 1279.0 10.0,0.346609799,34.48954749,1279,10,42,2
2,0,1,0.3310477590970442 34.52066042184467 1347.0 10.0,0.331047759,34.52066042,1347,10,42,2
1,0,1,0.3312605581574689 34.51776388568976 1321.0 10.0,0.331260558,34.51776389,1321,10,42,2
2,0,0,0.3602058 34.4123986 0.0 3237.0,0.3602058,34.4123986,0,3237,42,2
2,1,1,0.3374508 34.5030773 0.0 2939.0,0.3374508,34.5030773,0,2939,42,2
2,0,0,0.3296488 34.4971843 0.0 2290.0,0.3296488,34.4971843,0,2290,42,2
1,1,1,0.2899728653698614 34.45258308100335 1327.0 10.0,0.289972865,34.45258308,1327,10,42,2
2,1,1,0.22159303655311116 34.477560986627985 1361.0 10.0,0.221593037,34.47756099,1361,10,42,2
2,1,1,-4.1848719 39.4725633 0.0 3152.0,-4.1848719,39.4725633,0,3152,42,2
2,0,1,0.35733331236270144 34.59832575927515 1350.0 5.0,0.357333312,34.59832576,1350,5,42,2
2,1,0,-4.313519156116563 39.44865737713051 121.0 5.0,-4.313519156,39.44865738,121,5,42,2
2,0,0,-4.1278266371419665 39.61743283185625 27.0 10.0,-4.127826637,39.61743283,27,10,42,2
2,0,1,-4.2219058913879195 39.56498835186177 63.0 40.0,-4.221905891,39.56498835,63,40,42,2
1,0,0,-4.232045042249974 39.585297794955984 6.0 5.0,-4.232045042,39.58529779,6,5,42,2
2,1,1,-4.368872864840573 39.19349806518605 93.0 5.0,-4.368872865,39.19349807,93,5,42,2
2,1,1,0.2760158975771532 34.52148172166004 1263.0 5.0,0.276015898,34.52148172,1263,5,42,2
2,0,0,0.3332367817624984 34.63584173880885 1415.0 5.0,0.333236782,34.63584174,1415,5,42,2
1,0,0,0.3222099524596839 34.61428441465684 1349.0 5.0,0.322209952,34.61428441,1349,5,42,2
2,0,1,0.3819114 34.5888108 0.0 4517.0,0.3819114,34.5888108,0,4517,42,2
2,0,0, , , , , ,42,2
1,0,0, , , , , ,42,2
2,1,1,0.393151503850441 34.574838366357746 1256.0 15.0,0.393151504,34.57483837,1256,15,42,2
2,1,1,0.34118108362426885 34.47598772859873 1289.0 5.0,0.341181084,34.47598773,1289,5,43,2
1,1,1,0.3051378282547623 34.45106738402384 1261.0 5.0,0.305137828,34.45106738,1261,5,43,2
2,1,88,-4.1588505 39.4515065 0.0 3589.0,-4.1588505,39.4515065,0,3589,43,2
1,0,0,-4.379806273963367 39.29147282610819 91.0 10.0,-4.379806274,39.29147283,91,10,43,2
1,1,0,-4.395020117385446 39.30086962072519 70.0 5.0,-4.395020117,39.30086962,70,5,43,2
2,1,0,-4.15797609110986 39.57634344039752 154.0 10.0,-4.157976091,39.57634344,154,10,43,2
2,1,1,-4.322073684999864 39.24913150313503 737.0 50.0,-4.322073685,39.2491315,737,50,43,2
1,0,0,0.319653 34.5643097 0.0 3895.0,0.319653,34.5643097,0,3895,43,2
1,1,1,0.29231447687387613 34.579653200903095 1361.0 10.0,0.292314477,34.5796532,1361,10,43,2
1,88,1, , , , , ,43,2
2,0,0, , , , , ,43,2
2,1,1, , , , , ,44,2
2,0,0,0.3337605 34.479278 0.0 2587.0,0.3337605,34.479278,0,2587,44,2
1,1,1,0.2862557 34.4473007 0.0 5000.0,0.2862557,34.4473007,0,5000,44,2
2,1,1,0.3064750998160935 34.44974895330836 1307.0 10.0,0.3064751,34.44974895,1307,10,44,2
2,0,0,0.2403745 34.4501441 0.0 4114.0,0.2403745,34.4501441,0,4114,44,2
1,0,1, , , , , ,44,2
1,1,0, , , , , ,44,2
1,1,1, , , , , ,44,2
2,1,0,-4.179089567024142 39.48897988507556 222.0 5.0,-4.179089567,39.48897989,222,5,44,2
1,1,0,-4.393187716593989 39.30003637650457 64.0 10.0,-4.393187717,39.30003638,64,10,44,2
